"lista","directorio","secuencia_p","orden","clase","dominio","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","oficio","p6426","relab","p6500","p6510","p6510s1","p6510s2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p6760","p550","hoursWorkUsual","p6870","p6920","p7040","hoursWorkActualSecondJob","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p7495","p7500s1","p7500s1a1","p7500s2","p7500s2a1","p7500s3","p7500s3a1","p7505","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s3","p7510s3a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","pet","impa","isa","ie","iof1","iof2","iof3h","iof3i","iof6","cclasnr2","cclasnr3","cclasnr4","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impaes","isaes","iees","iof1es","iof2es","iof3hes","iof3ies","iof6es","ingtotob","ingtotes","ingtot","fex_c","depto","fex_dpto","fweight","maxEducLevel","college","regSalud","cotPension","wap","ocu","dsi","pea","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","y_ingLab_m","y_horasExtras_m","y_especie_m","y_vivienda_m","y_otros_m","y_auxilioAliment_m","y_auxilioTransp_m","y_subFamiliar_m","y_subEducativo_m","y_primas_m","y_bonificaciones_m","y_primaServicios_m","y_primaNavidad_m","y_primaVacaciones_m","y_viaticos_m","y_accidentes_m","y_salarySec_m","y_ingLab_m_ha","y_gananciaNeta_m","y_gananciaNetaAgro_m","y_gananciaIndep_m","y_gananciaIndep_m_hu","y_total_m","y_total_m_ha"
2803,4540566,1,2,1,"BOGOTA",2,1,1,50,3,1,1,5,11,1,95,24,1,1200000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,1,30000,2,2,0,NA,2,0,2,0,2,0,2,0,1,1200000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1418211,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418211,NA,1418211,272.351968364572,11,272.351968364572,272,6,1,1,1,1,1,0,1,48,1,0,0,0,5,1200000,5833.33349609375,1418211,NA,NA,NA,NA,NA,88211,30000,NA,NA,NA,1200000,NA,NA,NA,NA,NA,6894.0810546875,NA,NA,NA,NA,1418211,6894.0810546875
2805,4540567,1,1,1,"BOGOTA",2,3,1,29,1,1,1,5,11,1,58,61,1,1050000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,1,28000,2,2,0,NA,2,0,2,0,2,0,2,0,1,7e+05,2,0,2,0,2,0,2,0,NA,NA,NA,60,9,1,2,NA,NA,0,2,NA,NA,2,1,2,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1224544.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224544.33333333,NA,1224544.33333333,310.995012936304,11,310.995012936304,311,6,1,1,1,1,1,0,1,60,1,0,0,0,5,1050000,4083.33325195312,1224544.375,NA,NA,NA,NA,NA,88211,28000,NA,NA,NA,7e+05,NA,NA,NA,NA,NA,4762.1171875,NA,NA,NA,NA,1224544.375,4762.1171875
2806,4540567,1,2,1,"BOGOTA",2,3,0,31,2,1,1,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,310.995012936304,11,310.995012936304,311,6,1,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,4540567,2,1,1,"BOGOTA",2,3,1,32,1,1,1,6,3,1,3,7,1,1e+06,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,5e+05,2,0,2,0,2,0,2,0,NA,NA,NA,48,8,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1158877.66666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158877.66666667,NA,1158877.66666667,310.995012936304,11,310.995012936304,311,7,0,1,1,1,1,0,1,48,1,0,0,0,5,1e+06,4861.111328125,1158877.625,NA,NA,NA,NA,NA,88211,29000,NA,NA,NA,5e+05,NA,NA,NA,NA,NA,5633.43310546875,NA,NA,NA,NA,1158877.625,5633.43310546875
2810,4540567,3,1,1,"BOGOTA",2,3,1,56,1,1,1,5,10,1,98,180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,1,NA,60,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1200000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,NA,1200000,310.995012936304,11,310.995012936304,311,6,1,1,2,1,1,0,1,60,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,NA,1200000,4666.66650390625,1200000,4666.66650390625
2811,4540567,3,2,1,"BOGOTA",2,3,0,61,2,1,3,4,8,4,59,540,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,1,NA,30,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,150000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,150000,310.995012936304,11,310.995012936304,311,5,0,3,2,1,1,0,1,30,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,150000,1166.66662597656,150000,1166.66662597656
2812,4540567,3,3,1,"BOGOTA",2,3,1,23,3,1,1,6,5,1,21,24,2,850000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,425000,1,0,1,0,2,0,2,0,NA,NA,NA,40,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,973627.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973627.666666667,NA,973627.666666667,310.995012936304,11,310.995012936304,311,7,0,1,1,1,1,0,1,40,1,0,0,0,5,850000,4958.33349609375,973627.6875,NA,NA,NA,NA,NA,88211,NA,NA,NA,NA,425000,0,0,NA,NA,NA,5679.49462890625,NA,NA,NA,NA,973627.6875,5679.49462890625
2813,4540567,3,4,1,"BOGOTA",2,3,1,53,9,1,1,6,2,1,34,276,1,9e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,350000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,5e+05,2,0,2,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1017377.66666667,0,0,0,0,0,0,5e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517377.66666667,NA,1517377.66666667,310.995012936304,11,310.995012936304,311,7,0,1,1,1,1,0,1,48,1,0,0,0,5,9e+05,4375,1017377.6875,NA,NA,NA,NA,NA,88211,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,4945.5859375,NA,NA,NA,NA,1017377.6875,4945.5859375
2814,4540568,1,1,1,"BOGOTA",2,3,1,54,1,2,NA,4,6,1,79,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,1,NA,58,6,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,5e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,234.63040572986,11,234.63040572986,235,5,0,NA,2,1,1,0,1,58,0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,2011.49426269531,5e+05,2011.49426269531
2815,4540568,1,2,1,"BOGOTA",2,3,0,51,2,1,1,5,10,1,97,24,1,781242,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,930929.416666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930929.416666667,NA,930929.416666667,234.63040572986,11,234.63040572986,235,6,1,1,1,1,1,0,1,48,1,0,0,0,5,781242,3797.7041015625,930929.4375,NA,NA,NA,NA,NA,88211,NA,NA,NA,NA,737717,NA,NA,NA,NA,NA,4525.3515625,NA,NA,NA,NA,930929.4375,4525.3515625
2817,4540569,1,1,1,"BOGOTA",2,3,1,56,1,1,1,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5e+05,2,0,2,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,5e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,261.560485061444,11,261.560485061444,262,5,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2818,4540569,1,2,1,"BOGOTA",2,3,0,58,2,1,1,4,9,6,45,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,261.560485061444,11,261.560485061444,262,5,0,1,2,1,1,0,1,40,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2820,4540570,1,1,1,"BOGOTA",2,2,1,58,1,1,1,5,11,1,98,36,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,350000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,9e+05,2,0,2,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,850023.666666667,0,0,0,0,0,0,9e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750023.66666667,NA,1750023.66666667,289.403332701424,11,289.403332701424,289,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,850023.6875,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,4132.0595703125,NA,NA,NA,NA,850023.6875,4132.0595703125
2822,4540570,1,3,1,"BOGOTA",2,2,1,28,3,1,1,6,5,1,2,12,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,4e+05,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,854190.333333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854190.333333333,NA,854190.333333333,289.403332701424,11,289.403332701424,289,7,0,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,854190.3125,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,4e+05,NA,NA,NA,NA,NA,4152.31396484375,NA,NA,NA,NA,854190.3125,4152.31396484375
2823,4540570,1,4,1,"BOGOTA",2,2,1,27,3,1,2,6,2,1,58,36,2,1900000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,9e+05,1,1900000,1,0,2,0,2,0,NA,NA,NA,60,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2133333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133333.33333333,NA,2133333.33333333,289.403332701424,11,289.403332701424,289,7,0,2,1,1,1,0,1,60,1,0,0,0,5,1900000,7388.888671875,2133333.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,1900000,0,NA,NA,NA,8296.2958984375,NA,NA,NA,NA,2133333.25,8296.2958984375
2824,4540570,1,5,1,"BOGOTA",2,2,1,25,3,1,1,6,2,1,3,12,1,9e+05,2,0,NA,2,0,NA,1,0,1,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,450000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,1,2,1,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,937500,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937500,NA,937500,289.403332701424,11,289.403332701424,289,7,0,1,1,1,1,0,1,48,1,0,0,0,5,9e+05,4375,937500,NA,NA,NA,NA,NA,0,NA,NA,NA,0,450000,NA,NA,NA,NA,NA,4557.29150390625,NA,NA,NA,NA,937500,4557.29150390625
2825,4540570,1,6,1,"BOGOTA",2,2,1,21,3,1,1,5,11,1,87,6,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,350000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,850023.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850023.666666667,NA,850023.666666667,289.403332701424,11,289.403332701424,289,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,850023.6875,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,4132.0595703125,NA,NA,NA,NA,850023.6875,4132.0595703125
2827,4540571,1,1,1,"BOGOTA",2,3,1,35,1,1,1,5,11,1,83,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,1,NA,72,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2e+06,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,NA,2e+06,239.071138976244,11,239.071138976244,239,6,1,1,2,1,1,0,1,72,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,NA,2e+06,6481.4814453125,2e+06,6481.4814453125
2828,4540571,1,2,1,"BOGOTA",2,3,0,34,2,1,1,5,11,4,33,24,1,781242,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,1,59200,2,2,0,NA,2,0,2,0,2,0,2,0,1,537000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,973403,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973403,NA,973403,239.071138976244,11,239.071138976244,239,6,1,1,1,1,1,0,1,48,1,0,0,0,5,781242,3797.7041015625,973403,NA,NA,NA,NA,NA,88211,59200,NA,NA,NA,537000,NA,NA,NA,NA,NA,4731.8203125,NA,NA,NA,NA,973403,4731.8203125
2836,4540572,1,2,1,"BOGOTA",2,1,0,22,4,1,1,5,11,1,53,4,1,1e+06,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,2,0,NA,2,0,NA,1,1e+05,2,0,2,0,2,0,1,8e+05,2,0,2,0,2,0,2,0,NA,NA,NA,72,7,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,1,1400000,1,1066666.66666667,0,1e+05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166666.66666667,NA,1166666.66666667,228.384739765728,11,228.384739765728,228,6,1,1,1,1,1,0,1,72,1,0,0,0,4,1e+06,3240.74072265625,1066666.625,NA,1e+05,NA,NA,NA,0,NA,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,3456.7900390625,NA,NA,NA,NA,1066666.625,3456.7900390625
2838,4540572,1,6,1,"BOGOTA",2,1,0,27,9,1,1,6,1,1,53,4,1,781242,1,3e+05,2,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,1,2e+05,2,0,2,0,2,0,1,150000,2,0,2,0,2,0,2,0,NA,NA,NA,48,7,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,1,180000,2,0,2,0,2,0,1,1181953,0,2e+05,0,0,0,15000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396953,NA,1396953,228.384739765728,11,228.384739765728,228,7,0,1,1,1,1,0,1,48,1,0,0,0,4,781242,3797.7041015625,1181953,3e+05,2e+05,NA,NA,NA,88211,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,5745.60498046875,NA,NA,NA,NA,1181953,5745.60498046875
2839,4540573,1,1,1,"BOGOTA",2,2,1,32,1,1,1,4,6,1,87,12,1,1200000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1200000,2,0,2,0,2,0,2,0,NA,NA,NA,48,4,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1388211,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388211,NA,1388211,267.651849375328,11,267.651849375328,268,5,0,1,2,1,1,0,1,48,0,1,0,0,3,1200000,5833.33349609375,1388211,NA,NA,NA,NA,NA,88211,NA,NA,NA,NA,1200000,NA,NA,NA,NA,NA,6748.248046875,NA,NA,NA,NA,1388211,6748.248046875
2840,4540573,1,2,1,"BOGOTA",2,2,0,28,2,1,1,5,11,1,45,8,1,6e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,35000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,56,3,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,6e+05,0,35000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635000,NA,635000,267.651849375328,11,267.651849375328,268,6,1,1,2,1,1,0,1,56,0,1,0,1,2,6e+05,2500,6e+05,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,6e+05,2500
2843,4540574,1,1,1,"BOGOTA",2,2,1,21,1,1,1,5,11,1,97,13,1,781242,1,2e+05,2,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,750000,2,0,2,0,2,0,2,0,NA,NA,NA,60,8,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1300000,1,1131953,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131953,NA,1131953,178.060740369236,11,178.060740369236,178,6,1,1,1,1,1,0,1,60,1,0,0,0,5,781242,3038.16333007812,1131953,2e+05,NA,NA,NA,NA,88211,NA,NA,NA,NA,750000,NA,NA,NA,NA,NA,4402.03955078125,NA,NA,NA,NA,1131953,4402.03955078125
2844,4540574,1,2,1,"BOGOTA",2,2,0,19,5,2,NA,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,178.060740369236,11,178.060740369236,178,6,1,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2845,4540574,1,3,1,"BOGOTA",2,2,1,23,9,1,1,4,9,1,97,2,1,781242,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,88211,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,750000,2,0,2,0,2,0,1,0,NA,NA,NA,66,8,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1200000,1,931953,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931953,NA,931953,178.060740369236,11,178.060740369236,178,5,0,1,1,1,1,0,1,66,1,0,0,0,5,781242,2761.96655273438,931953,NA,NA,NA,NA,NA,88211,NA,NA,NA,NA,750000,NA,NA,NA,0,NA,3294.78344726562,NA,NA,NA,NA,931953,3294.78344726562
2850,4540576,1,4,1,"BOGOTA",2,3,0,25,3,1,1,6,7,6,39,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,1,NA,40,1,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,9e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,NA,9e+05,226.114765404664,11,226.114765404664,226,7,0,1,1,1,1,0,1,40,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,NA,9e+05,5250,9e+05,5250
2853,4540577,1,1,1,"BOGOTA",2,1,1,38,1,1,3,3,5,1,84,84,1,1680000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1680000,2,0,2,0,2,0,1,7e+05,NA,NA,NA,54,2,2,2,NA,NA,0,1,2,1,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1878333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878333.33333333,NA,1878333.33333333,242.834686200424,11,242.834686200424,243,4,0,3,2,1,1,0,1,54,0,1,0,1,2,1680000,7259.25927734375,1820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680000,NA,NA,NA,7e+05,NA,7864.19775390625,NA,NA,NA,NA,1820000,7864.19775390625
